"Tanggal Transaksi","Keterangan","Cabang","Jumlah","Saldo"
"16/02","KR OTOMATIS 16/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210215EPB5337605 5013000 ","0998","8,100.00 CR","511,331,005.65"
"16/02","KR OTOMATIS 16/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210215EPB5338007 7013000 ","0998","2,700.00 CR","511,333,705.65"
"16/02","KR OTOMATIS 16/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210215EPB5338302 1013000 ","0998","2,700.00 CR","511,336,405.65"
"16/02","KR OTOMATIS 16/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210215EPB5338505 3013000 ","0998","2,700.00 CR","511,339,105.65"
"16/02","KR OTOMATIS 16/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210215EPB5339102 8013000 ","0998","8,100.00 CR","511,347,205.65"
"16/02","KR OTOMATIS 16/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210215EPB5339902 7013000 ","0998","2,700.00 CR","511,349,905.65"
"16/02","KR OTOMATIS 16/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210215EPB5373401 0013000 ","0998","2,700.00 CR","511,352,605.65"
"16/02","KR OTOMATIS 16/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210215EPB0741803 5013000 ","0998","2,700.00 CR","511,355,305.65"
"16/02","KR OTOMATIS 16/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210215EPB0742202 8013000 ","0998","2,700.00 CR","511,358,005.65"
"16/02","KR OTOMATIS 16/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210215EPB0743200 7013000 ","0998","5,400.00 CR","511,363,405.65"
"16/02","KR OTOMATIS 16/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210215EPB0743307 6013000 ","0998","5,400.00 CR","511,368,805.65"
"16/02","KR OTOMATIS 16/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210215EPB0743901 5013000 ","0998","8,100.00 CR","511,376,905.65"
"16/02","KR OTOMATIS 16/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210215EPB1311702 3013000 ","0998","8,100.00 CR","511,385,005.65"
"16/02","KR OTOMATIS 16/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210215EPB1314202 3013000 ","0998","8,100.00 CR","511,393,105.65"
"16/02","KR OTOMATIS 16/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210215EPB1314703 7013000 ","0998","5,400.00 CR","511,398,505.65"
"16/02","KR OTOMATIS 16/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210215EPB0744501 0013000 ","0998","2,700.00 CR","511,401,205.65"
"16/02","KR OTOMATIS 16/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210215EPB4764501 5013000 ","0998","5,400.00 CR","511,406,605.65"
"16/02","KR OTOMATIS 16/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210215EPB4767200 4013000 ","0998","2,700.00 CR","511,409,305.65"
"16/02","KR OTOMATIS 16/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210215EPB5337002 0013000 ","0998","5,400.00 CR","511,414,705.65"
"16/02","KR OTOMATIS 16/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210215EPB5337302 5013000 ","0998","5,400.00 CR","511,420,105.65"
"16/02","KR OTOMATIS 16/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210215EPB5337802 3013000 ","0998","5,400.00 CR","511,425,505.65"
"16/02","KR OTOMATIS 16/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210215EPB5338406 0013000 ","0998","8,100.00 CR","511,433,605.65"
"16/02","KR OTOMATIS 16/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210215EPB5339601 4013000 ","0998","2,700.00 CR","511,436,305.65"
"16/02","KR OTOMATIS 16/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210215EPB5339803 4013000 ","0998","5,400.00 CR","511,441,705.65"
"16/02","KR OTOMATIS 16/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210215EPB5375101 2013000 ","0998","8,100.00 CR","511,449,805.65"
"17/02","KR OTOMATIS 17/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210216EPB0741803 6013000 ","0998","5,400.00 CR","511,455,205.65"
"17/02","KR OTOMATIS 17/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210216EPB0743307 7013000 ","0998","8,100.00 CR","511,463,305.65"
"17/02","KR OTOMATIS 17/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210216EPB0744202 3013000 ","0998","2,700.00 CR","511,466,005.65"
"17/02","KR OTOMATIS 17/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210216EPB1310901 9013000 ","0998","5,400.00 CR","511,471,405.65"
"17/02","KR OTOMATIS 17/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210216EPB1313400 6013000 ","0998","2,700.00 CR","511,474,105.65"
"17/02","KR OTOMATIS 17/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210216EPB1314402 4013000 ","0998","2,700.00 CR","511,476,805.65"
"17/02","KR OTOMATIS 17/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210216EPB4764501 6013000 ","0998","2,700.00 CR","511,479,505.65"
"17/02","KR OTOMATIS 17/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210216EPB5336400 6013000 ","0998","5,400.00 CR","511,484,905.65"
"17/02","KR OTOMATIS 17/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210216EPB5337802 4013000 ","0998","2,700.00 CR","511,487,605.65"
"17/02","KR OTOMATIS 17/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210216EPB5338208 2013000 ","0998","5,400.00 CR","511,493,005.65"
"17/02","KR OTOMATIS 17/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210216EPB5338505 4013000 ","0998","2,700.00 CR","511,495,705.65"
"17/02","KR OTOMATIS 17/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210216EPB0741703 1013000 ","0998","16,200.00 CR","511,511,905.65"
"17/02","KR OTOMATIS 17/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210216EPB0742202 9013000 ","0998","5,400.00 CR","511,517,305.65"
"17/02","KR OTOMATIS 17/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210216EPB0743901 6013000 ","0998","5,400.00 CR","511,522,705.65"
"17/02","KR OTOMATIS 17/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210216EPB0744703 5013000 ","0998","2,700.00 CR","511,525,405.65"
"17/02","KR OTOMATIS 17/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210216EPB1311702 4013000 ","0998","2,700.00 CR","511,528,105.65"
"17/02","KR OTOMATIS 17/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210216EPB1314202 4013000 ","0998","2,700.00 CR","511,530,805.65"
"17/02","KR OTOMATIS 17/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210216EPB1314703 8013000 ","0998","2,700.00 CR","511,533,505.65"
"17/02","KR OTOMATIS 17/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210216EPB4353108 0013000 ","0998","5,400.00 CR","511,538,905.65"
"17/02","KR OTOMATIS 17/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210216EPB5336701 2013000 ","0998","5,400.00 CR","511,544,305.65"
"17/02","KR OTOMATIS 17/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210216EPB5337103 6013000 ","0998","2,700.00 CR","511,547,005.65"
"17/02","KR OTOMATIS 17/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210216EPB5338007 8013000 ","0998","2,700.00 CR","511,549,705.65"
"17/02","KR OTOMATIS 17/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210216EPB5338406 1013000 ","0998","2,700.00 CR","511,552,405.65"
"17/02","KR OTOMATIS 17/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210216EPB5373302 6013000 ","0998","2,700.00 CR","511,555,105.65"
"18/02","KR OTOMATIS 18/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210217EPB0741703 2013000 ","0998","5,400.00 CR","511,560,505.65"
"18/02","KR OTOMATIS 18/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210217EPB0741803 7013000 ","0998","5,400.00 CR","511,565,905.65"
"18/02","KR OTOMATIS 18/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210217EPB0741907 7013000 ","0998","2,700.00 CR","511,568,605.65"
"18/02","KR OTOMATIS 18/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210217EPB0742801 4013000 ","0998","2,700.00 CR","511,571,305.65"
"18/02","KR OTOMATIS 18/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210217EPB0743802 0013000 ","0998","2,700.00 CR","511,574,005.65"
"18/02","KR OTOMATIS 18/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210217EPB0744801 3013000 ","0998","2,700.00 CR","511,576,705.65"
"18/02","KR OTOMATIS 18/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210217EPB1311702 5013000 ","0998","2,700.00 CR","511,579,405.65"
"18/02","KR OTOMATIS 18/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210217EPB1314703 9013000 ","0998","2,700.00 CR","511,582,105.65"
"18/02","KR OTOMATIS 18/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210217EPB4353108 1013000 ","0998","5,400.00 CR","511,587,505.65"
"18/02","KR OTOMATIS 18/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210217EPB5336300 8013000 ","0998","2,700.00 CR","511,590,205.65"
"18/02","KR OTOMATIS 18/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210217EPB5336701 3013000 ","0998","5,400.00 CR","511,595,605.65"
"18/02","KR OTOMATIS 18/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210217EPB5337605 6013000 ","0998","5,400.00 CR","511,601,005.65"
"18/02","KR OTOMATIS 18/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210217EPB5338007 9013000 ","0998","21,600.00 CR","511,622,605.65"
"18/02","KR OTOMATIS 18/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210217EPB5338406 2013000 ","0998","5,400.00 CR","511,628,005.65"
"18/02","KR OTOMATIS 18/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210217EPB5338801 4013000 ","0998","5,400.00 CR","511,633,405.65"
"18/02","KR OTOMATIS 18/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210217EPB5339601 5013000 ","0998","2,700.00 CR","511,636,105.65"
"18/02","KR OTOMATIS 18/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210217EPB0742402 4013000 ","0998","8,100.00 CR","511,644,205.65"
"18/02","KR OTOMATIS 18/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210217EPB0743307 8013000 ","0998","2,700.00 CR","511,646,905.65"
"18/02","KR OTOMATIS 18/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210217EPB0744703 6013000 ","0998","2,700.00 CR","511,649,605.65"
"18/02","KR OTOMATIS 18/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210217EPB1311001 2013000 ","0998","5,400.00 CR","511,655,005.65"
"18/02","KR OTOMATIS 18/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210217EPB1313400 7013000 ","0998","2,700.00 CR","511,657,705.65"
"18/02","KR OTOMATIS 18/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210217EPB3501701 4013000 ","0998","2,700.00 CR","511,660,405.65"
"18/02","KR OTOMATIS 18/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210217EPB4765001 5013000 ","0998","5,400.00 CR","511,665,805.65"
"18/02","KR OTOMATIS 18/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210217EPB5336602 9013000 ","0998","5,400.00 CR","511,671,205.65"
"18/02","KR OTOMATIS 18/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210217EPB5337002 1013000 ","0998","2,700.00 CR","511,673,905.65"
"18/02","KR OTOMATIS 18/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210217EPB5337802 5013000 ","0998","5,400.00 CR","511,679,305.65"
"18/02","KR OTOMATIS 18/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210217EPB5338208 3013000 ","0998","2,700.00 CR","511,682,005.65"
"18/02","KR OTOMATIS 18/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210217EPB5338505 5013000 ","0998","2,700.00 CR","511,684,705.65"
"18/02","KR OTOMATIS 18/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210217EPB5339102 9013000 ","0998","2,700.00 CR","511,687,405.65"
"18/02","KR OTOMATIS 18/02/2021 16:05 FLAZZ 885000750597 TRANSJOGJA-HO 20210217EPB5373302 7013000 ","0998","5,400.00 CR","511,692,805.65"
"Saldo Awal : 508,960,405.65"
"Mutasi Debet : 0.00","0"
"Mutasi Kredit : 2,732,400.00","542"
"Saldo Akhir : 511,692,805.65"

